Posição no depósito;Tipo de depósito;Corr.pos.dep.;Col.posição depósito;Nível da posição;Subdiv.pos.dep.;Bloq.entr.depósito;Bloq.saída depós.;Estrutura;Tipo;"Qtd. Caixas BIN
ABASTECIMENTO"
116-001-003-013;0054;116;001;003;013;;;Miniload 2;Flowrack B01;3
116-001-003-014;0054;116;001;003;014;;;Miniload 2;Flowrack B01;3
116-001-004-001;0054;116;001;004;001;;;Miniload 2;Flowrack B01;3
116-001-004-002;0054;116;001;004;002;;;Miniload 2;Flowrack B01;3
116-001-004-003;0054;116;001;004;003;;;Miniload 2;Flowrack B01;3
116-001-004-004;0054;116;001;004;004;;;Miniload 2;Flowrack B01;3
116-001-004-005;0054;116;001;004;005;;;Miniload 2;Flowrack B01;3
116-001-004-006;0054;116;001;004;006;;;Miniload 2;Flowrack B01;3
116-001-004-007;0054;116;001;004;007;;;Miniload 2;Flowrack B01;3
116-001-004-008;0054;116;001;004;008;;;Miniload 2;Flowrack B01;3
116-001-004-009;0054;116;001;004;009;;;Miniload 2;Flowrack B01;3
116-001-004-010;0054;116;001;004;010;;;Miniload 2;Flowrack B01;3
116-001-004-011;0054;116;001;004;011;;;Miniload 2;Flowrack B01;3
116-001-004-012;0054;116;001;004;012;;;Miniload 2;Flowrack B01;3
116-001-004-013;0054;116;001;004;013;;;Miniload 2;Flowrack B01;3
116-001-004-014;0054;116;001;004;014;;;Miniload 2;Flowrack B01;3
116-001-005-001;0054;116;001;005;001;;;Miniload 2;Flowrack B01;3
116-001-005-002;0054;116;001;005;002;;;Miniload 2;Flowrack B01;3
116-001-005-003;0054;116;001;005;003;;;Miniload 2;Flowrack B01;3
116-001-005-004;0054;116;001;005;004;;;Miniload 2;Flowrack B01;3
116-001-005-005;0054;116;001;005;005;;;Miniload 2;Flowrack B01;3
116-001-005-006;0054;116;001;005;006;;;Miniload 2;Flowrack B01;3
116-001-005-007;0054;116;001;005;007;;;Miniload 2;Flowrack B01;3
116-001-005-008;0054;116;001;005;008;;;Miniload 2;Flowrack B01;3
116-001-005-009;0054;116;001;005;009;;;Miniload 2;Flowrack B01;3
116-001-005-010;0054;116;001;005;010;;;Miniload 2;Flowrack B01;3
116-001-005-011;0054;116;001;005;011;;;Miniload 2;Flowrack B01;3
116-001-005-012;0054;116;001;005;012;;;Miniload 2;Flowrack B01;3
116-001-005-013;0054;116;001;005;013;X;X;Miniload 2;Flowrack B01;3
116-001-005-014;0054;116;001;005;014;;;Miniload 2;Flowrack B01;3
116-002-000-001;0054;116;002;000;001;;;Miniload 2;Pallet;1
116-002-000-002;0054;116;002;000;002;;;Miniload 2;Pallet;1
116-002-000-003;0054;116;002;000;003;;;Miniload 2;Pallet;1
116-002-000-004;0054;116;002;000;004;;;Miniload 2;Pallet;1
116-002-000-015;0054;116;002;000;015;X;X;Miniload 2;;
116-002-000-016;0054;116;002;000;016;X;X;Miniload 2;;
116-002-000-017;0054;116;002;000;017;X;X;Miniload 2;;
116-002-000-018;0054;116;002;000;018;X;X;Miniload 2;;
116-002-000-019;0054;116;002;000;019;X;X;Miniload 2;;
116-002-000-020;0054;116;002;000;020;X;X;Miniload 2;;
116-002-000-021;0054;116;002;000;021;X;X;Miniload 2;;
116-002-000-022;0054;116;002;000;022;X;X;Miniload 2;;
116-002-000-023;0054;116;002;000;023;X;X;Miniload 2;;
116-002-000-024;0054;116;002;000;024;X;X;Miniload 2;;
116-002-000-025;0054;116;002;000;025;X;X;Miniload 2;;
116-002-000-026;0054;116;002;000;026;X;X;Miniload 2;;
116-002-000-027;0054;116;002;000;027;X;X;Miniload 2;;
116-002-000-028;0054;116;002;000;028;X;X;Miniload 2;;
116-002-000-029;0054;116;002;000;029;X;X;Miniload 2;;
116-002-001-001;0054;116;002;001;001;;;Miniload 2;Flowrack B02;3
116-002-001-002;0054;116;002;001;002;;;Miniload 2;Flowrack B02;3
116-002-001-003;0054;116;002;001;003;;;Miniload 2;Flowrack B02;3
116-002-001-004;0054;116;002;001;004;;;Miniload 2;Flowrack B02;3
116-002-001-005;0054;116;002;001;005;;;Miniload 2;Flowrack B02;3
116-002-001-006;0054;116;002;001;006;;;Miniload 2;Flowrack B02;3
116-002-001-007;0054;116;002;001;007;;;Miniload 2;Flowrack B02;3
116-002-001-008;0054;116;002;001;008;;;Miniload 2;Flowrack B02;3
116-002-001-009;0054;116;002;001;009;;;Miniload 2;Flowrack B02;3
116-002-001-010;0054;116;002;001;010;;;Miniload 2;Flowrack B02;3
116-002-001-011;0054;116;002;001;011;;;Miniload 2;Flowrack B02;3
116-002-001-012;0054;116;002;001;012;;;Miniload 2;Flowrack B02;3
116-002-001-013;0054;116;002;001;013;;;Miniload 2;Flowrack B02;3
116-002-001-014;0054;116;002;001;014;;;Miniload 2;Flowrack B02;3
116-002-001-015;0054;116;002;001;015;X;X;Miniload 2;;
116-002-001-016;0054;116;002;001;016;X;X;Miniload 2;;
116-002-001-017;0054;116;002;001;017;X;X;Miniload 2;;
116-002-001-018;0054;116;002;001;018;X;X;Miniload 2;;
116-002-001-019;0054;116;002;001;019;X;X;Miniload 2;;
116-002-001-020;0054;116;002;001;020;X;X;Miniload 2;;
116-002-001-021;0054;116;002;001;021;X;X;Miniload 2;;
116-002-001-022;0054;116;002;001;022;X;X;Miniload 2;;
116-002-001-023;0054;116;002;001;023;X;X;Miniload 2;;
116-002-001-024;0054;116;002;001;024;X;X;Miniload 2;;
116-002-001-025;0054;116;002;001;025;X;X;Miniload 2;;
116-002-001-026;0054;116;002;001;026;X;X;Miniload 2;;
116-002-001-027;0054;116;002;001;027;X;X;Miniload 2;;
116-002-001-028;0054;116;002;001;028;X;X;Miniload 2;;
116-002-001-029;0054;116;002;001;029;X;X;Miniload 2;;
116-002-002-001;0054;116;002;002;001;;;Miniload 2;Flowrack B02;3
116-002-002-002;0054;116;002;002;002;;;Miniload 2;Flowrack B02;3
116-002-002-003;0054;116;002;002;003;;;Miniload 2;Flowrack B02;3
116-002-002-004;0054;116;002;002;004;;;Miniload 2;Flowrack B02;3
116-002-002-005;0054;116;002;002;005;;;Miniload 2;Flowrack B02;3
116-002-002-006;0054;116;002;002;006;;;Miniload 2;Flowrack B02;3
116-002-002-007;0054;116;002;002;007;;;Miniload 2;Flowrack B02;3
116-002-002-008;0054;116;002;002;008;;;Miniload 2;Flowrack B02;3
116-002-002-009;0054;116;002;002;009;;;Miniload 2;Flowrack B02;3
116-002-002-010;0054;116;002;002;010;;;Miniload 2;Flowrack B02;3
116-002-002-011;0054;116;002;002;011;;;Miniload 2;Flowrack B02;3
116-002-002-012;0054;116;002;002;012;;;Miniload 2;Flowrack B02;3
116-002-002-013;0054;116;002;002;013;;;Miniload 2;Flowrack B02;3
116-002-002-014;0054;116;002;002;014;;;Miniload 2;Flowrack B02;3
116-002-002-015;0054;116;002;002;015;X;X;Miniload 2;;
116-002-002-016;0054;116;002;002;016;X;X;Miniload 2;;
116-002-002-017;0054;116;002;002;017;X;X;Miniload 2;;
116-002-002-018;0054;116;002;002;018;X;X;Miniload 2;;
116-002-002-019;0054;116;002;002;019;X;X;Miniload 2;;
116-002-002-020;0054;116;002;002;020;X;X;Miniload 2;;
116-002-002-021;0054;116;002;002;021;X;X;Miniload 2;;
116-002-002-022;0054;116;002;002;022;X;X;Miniload 2;;
116-002-002-023;0054;116;002;002;023;X;X;Miniload 2;;
116-002-002-024;0054;116;002;002;024;X;X;Miniload 2;;
116-002-002-025;0054;116;002;002;025;X;X;Miniload 2;;
116-002-002-026;0054;116;002;002;026;X;X;Miniload 2;;
116-002-002-027;0054;116;002;002;027;X;X;Miniload 2;;
116-002-002-028;0054;116;002;002;028;X;X;Miniload 2;;
116-002-002-029;0054;116;002;002;029;X;X;Miniload 2;;
116-002-003-001;0054;116;002;003;001;;;Miniload 2;Flowrack B02;3
116-002-003-002;0054;116;002;003;002;;;Miniload 2;Flowrack B02;3
116-002-003-003;0054;116;002;003;003;;;Miniload 2;Flowrack B02;3
116-002-003-004;0054;116;002;003;004;;;Miniload 2;Flowrack B02;3
116-002-003-005;0054;116;002;003;005;;;Miniload 2;Flowrack B02;3
116-002-003-006;0054;116;002;003;006;;;Miniload 2;Flowrack B02;3
116-002-003-007;0054;116;002;003;007;;;Miniload 2;Flowrack B02;3
116-002-003-008;0054;116;002;003;008;X;X;Miniload 2;Flowrack B02;3
116-002-003-009;0054;116;002;003;009;;;Miniload 2;Flowrack B02;3
116-002-003-010;0054;116;002;003;010;;;Miniload 2;Flowrack B02;3
116-002-003-011;0054;116;002;003;011;;;Miniload 2;Flowrack B02;3
116-002-003-012;0054;116;002;003;012;;;Miniload 2;Flowrack B02;3
116-002-003-013;0054;116;002;003;013;;;Miniload 2;Flowrack B02;3
116-002-003-014;0054;116;002;003;014;;;Miniload 2;Flowrack B02;3
116-002-003-015;0054;116;002;003;015;;;Miniload 2;;
116-002-003-016;0054;116;002;003;016;X;X;Miniload 2;;
116-002-003-017;0054;116;002;003;017;X;X;Miniload 2;;
116-002-003-018;0054;116;002;003;018;X;X;Miniload 2;;
116-002-003-019;0054;116;002;003;019;X;X;Miniload 2;;
116-002-003-020;0054;116;002;003;020;X;X;Miniload 2;;
116-002-003-021;0054;116;002;003;021;X;X;Miniload 2;;
116-002-003-022;0054;116;002;003;022;X;X;Miniload 2;;
116-002-003-023;0054;116;002;003;023;X;X;Miniload 2;;
116-002-003-024;0054;116;002;003;024;X;X;Miniload 2;;
116-002-003-025;0054;116;002;003;025;X;X;Miniload 2;;
116-002-003-026;0054;116;002;003;026;X;X;Miniload 2;;
116-002-003-027;0054;116;002;003;027;X;X;Miniload 2;;
116-002-003-028;0054;116;002;003;028;X;X;Miniload 2;;
116-002-003-029;0054;116;002;003;029;X;X;Miniload 2;;
116-002-004-016;0054;116;002;004;016;X;X;Miniload 2;;
116-002-004-017;0054;116;002;004;017;X;X;Miniload 2;;
116-002-004-022;0054;116;002;004;022;X;X;Miniload 2;;
116-002-005-015;0054;116;002;005;015;X;X;Miniload 2;;
116-002-005-016;0054;116;002;005;016;X;X;Miniload 2;;
116-002-005-017;0054;116;002;005;017;X;X;Miniload 2;;
116-002-005-018;0054;116;002;005;018;X;X;Miniload 2;;
116-002-005-019;0054;116;002;005;019;X;X;Miniload 2;;
116-002-005-020;0054;116;002;005;020;X;X;Miniload 2;;
116-002-005-021;0054;116;002;005;021;X;X;Miniload 2;;
116-002-005-022;0054;116;002;005;022;X;X;Miniload 2;;
116-002-005-023;0054;116;002;005;023;X;X;Miniload 2;;
116-002-005-024;0054;116;002;005;024;X;X;Miniload 2;;
116-002-005-025;0054;116;002;005;025;X;X;Miniload 2;;
116-002-005-026;0054;116;002;005;026;X;X;Miniload 2;;
116-002-005-027;0054;116;002;005;027;X;X;Miniload 2;;
116-002-005-028;0054;116;002;005;028;X;X;Miniload 2;;
116-002-005-029;0054;116;002;005;029;X;X;Miniload 2;;
201-001-000-001;0055;201;001;000;001;;;Miniload 2;Flowrack B01;4
201-001-000-002;0055;201;001;000;002;;;Miniload 2;Flowrack B01;4
201-001-000-003;0055;201;001;000;003;;;Miniload 2;Flowrack B01;4
201-001-000-004;0055;201;001;000;004;;;Miniload 2;Flowrack B01;4
201-001-000-005;0055;201;001;000;005;;;Miniload 2;Flowrack B01;4
201-001-000-006;0055;201;001;000;006;;;Miniload 2;Flowrack B01;4
201-001-000-007;0055;201;001;000;007;;;Miniload 2;Flowrack B01;4
201-001-000-008;0055;201;001;000;008;;;Miniload 2;Flowrack B01;4
201-001-000-009;0055;201;001;000;009;;;Miniload 2;Flowrack B01;4
201-001-000-010;0055;201;001;000;010;;;Miniload 2;Flowrack B01;4
201-001-000-011;0055;201;001;000;011;;;Miniload 2;Flowrack B01;4
201-001-000-012;0055;201;001;000;012;;;Miniload 2;Flowrack B01;4
201-001-000-013;0055;201;001;000;013;;;Miniload 2;Flowrack B01;4
201-001-000-014;0055;201;001;000;014;;;Miniload 2;Flowrack B01;4
201-001-000-015;0055;201;001;000;015;;;Miniload 2;Flowrack B01;4
201-001-000-016;0055;201;001;000;016;;;Miniload 2;Flowrack B01;4
201-001-001-001;0055;201;001;001;001;;;Miniload 2;Flowrack B01;4
201-001-001-002;0055;201;001;001;002;;;Miniload 2;Flowrack B01;4
201-001-001-003;0055;201;001;001;003;;;Miniload 2;Flowrack B01;4
201-001-001-004;0055;201;001;001;004;;;Miniload 2;Flowrack B01;4
201-001-001-005;0055;201;001;001;005;;;Miniload 2;Flowrack B01;4
201-001-001-006;0055;201;001;001;006;;;Miniload 2;Flowrack B01;4
201-001-001-007;0055;201;001;001;007;;;Miniload 2;Flowrack B01;4
201-001-001-008;0055;201;001;001;008;;;Miniload 2;Flowrack B01;4
201-001-001-009;0055;201;001;001;009;;;Miniload 2;Flowrack B01;4
201-001-001-010;0055;201;001;001;010;;;Miniload 2;Flowrack B01;4
201-001-001-011;0055;201;001;001;011;;;Miniload 2;Flowrack B01;4
201-001-001-012;0055;201;001;001;012;;;Miniload 2;Flowrack B01;4
201-001-001-015;0055;201;001;001;015;;;Miniload 2;Flowrack B01;4
201-001-001-016;0055;201;001;001;016;;;Miniload 2;Flowrack B01;4
201-001-002-001;0055;201;001;002;001;;;Miniload 2;Flowrack B01;3
201-001-002-002;0055;201;001;002;002;;;Miniload 2;Flowrack B01;3
201-001-002-003;0055;201;001;002;003;;;Miniload 2;Flowrack B01;3
201-001-002-004;0055;201;001;002;004;;;Miniload 2;Flowrack B01;3
201-001-002-005;0055;201;001;002;005;;;Miniload 2;Flowrack B01;3
201-001-002-006;0055;201;001;002;006;;;Miniload 2;Flowrack B01;3
201-001-002-007;0055;201;001;002;007;;;Miniload 2;Flowrack B01;3
201-001-002-008;0055;201;001;002;008;;;Miniload 2;Flowrack B01;3
201-001-002-009;0055;201;001;002;009;;;Miniload 2;Flowrack B01;3
201-001-002-010;0055;201;001;002;010;;;Miniload 2;Flowrack B01;3
201-001-002-011;0055;201;001;002;011;;;Miniload 2;Flowrack B01;3
201-001-002-012;0055;201;001;002;012;;;Miniload 2;Flowrack B01;3
201-001-002-015;0055;201;001;002;015;;;Miniload 2;Flowrack B01;3
201-001-002-016;0055;201;001;002;016;;;Miniload 2;Flowrack B01;3
201-001-003-001;0055;201;001;003;001;;;Miniload 2;Flowrack B01;3
201-001-003-002;0055;201;001;003;002;;;Miniload 2;Flowrack B01;3
201-001-003-003;0055;201;001;003;003;;;Miniload 2;Flowrack B01;3
201-001-003-004;0055;201;001;003;004;;;Miniload 2;Flowrack B01;3
201-001-003-005;0055;201;001;003;005;;;Miniload 2;Flowrack B01;3
201-001-003-006;0055;201;001;003;006;;;Miniload 2;Flowrack B01;3
201-001-003-007;0055;201;001;003;007;;;Miniload 2;Flowrack B01;3
201-001-003-008;0055;201;001;003;008;;;Miniload 2;Flowrack B01;3
201-001-003-009;0055;201;001;003;009;;;Miniload 2;Flowrack B01;3
201-001-003-010;0055;201;001;003;010;;;Miniload 2;Flowrack B01;3
201-001-003-011;0055;201;001;003;011;;;Miniload 2;Flowrack B01;3
201-001-003-012;0055;201;001;003;012;;;Miniload 2;Flowrack B01;3
201-001-003-013;0055;201;001;003;013;;;Miniload 2;Flowrack B01;3
201-001-003-014;0055;201;001;003;014;;;Miniload 2;Flowrack B01;3
201-001-003-015;0055;201;001;003;015;;;Miniload 2;Flowrack B01;3
201-001-003-016;0055;201;001;003;016;;;Miniload 2;Flowrack B01;3
201-001-004-001;0055;201;001;004;001;;;Miniload 2;Flowrack B01;3
201-001-004-002;0055;201;001;004;002;;;Miniload 2;Flowrack B01;3
201-001-004-003;0055;201;001;004;003;;;Miniload 2;Flowrack B01;3
201-001-004-004;0055;201;001;004;004;;;Miniload 2;Flowrack B01;3
201-001-004-005;0055;201;001;004;005;;;Miniload 2;Flowrack B01;3
201-001-004-006;0055;201;001;004;006;;;Miniload 2;Flowrack B01;3
201-001-004-007;0055;201;001;004;007;;;Miniload 2;Flowrack B01;3
201-001-004-008;0055;201;001;004;008;;;Miniload 2;Flowrack B01;3
201-001-004-009;0055;201;001;004;009;;;Miniload 2;Flowrack B01;3
201-001-004-010;0055;201;001;004;010;;;Miniload 2;Flowrack B01;3
201-001-004-011;0055;201;001;004;011;;;Miniload 2;Flowrack B01;3
201-001-004-012;0055;201;001;004;012;;;Miniload 2;Flowrack B01;3
201-001-004-013;0055;201;001;004;013;X;X;Miniload 2;Flowrack B01;3
201-001-004-014;0055;201;001;004;014;;;Miniload 2;Flowrack B01;3
201-001-004-015;0055;201;001;004;015;;;Miniload 2;Flowrack B01;3
201-001-004-016;0055;201;001;004;016;;;Miniload 2;Flowrack B01;3
201-001-005-001;0055;201;001;005;001;;;Miniload 2;Flowrack B01;3
201-001-005-002;0055;201;001;005;002;;;Miniload 2;Flowrack B01;3
201-001-005-003;0055;201;001;005;003;;;Miniload 2;Flowrack B01;3
201-001-005-004;0055;201;001;005;004;;;Miniload 2;Flowrack B01;3
201-001-005-005;0055;201;001;005;005;;;Miniload 2;Flowrack B01;3
201-001-005-006;0055;201;001;005;006;;;Miniload 2;Flowrack B01;3
201-001-005-007;0055;201;001;005;007;;;Miniload 2;Flowrack B01;3
201-001-005-008;0055;201;001;005;008;;;Miniload 2;Flowrack B01;3
201-001-005-009;0055;201;001;005;009;;;Miniload 2;Flowrack B01;3
201-001-005-010;0055;201;001;005;010;;;Miniload 2;Flowrack B01;3
201-001-005-011;0055;201;001;005;011;;;Miniload 2;Flowrack B01;3
201-001-005-012;0055;201;001;005;012;;;Miniload 2;Flowrack B01;3
201-001-005-013;0055;201;001;005;013;;;Miniload 2;Flowrack B01;3
201-001-005-014;0055;201;001;005;014;;;Miniload 2;Flowrack B01;3
201-001-005-015;0055;201;001;005;015;;;Miniload 2;Flowrack B01;3
201-001-005-016;0055;201;001;005;016;;;Miniload 2;Flowrack B01;3
201-002-001-001;0055;201;002;001;001;;;Miniload 2;Pallet;1
201-002-001-006;0055;201;002;001;006;;;Miniload 2;Pallet;1
201-002-001-008;0055;201;002;001;008;;;Miniload 2;Pallet;1
201-002-001-010;0055;201;002;001;010;;;Miniload 2;Pallet;1
201-002-003-001;0055;201;002;003;001;;;Miniload 2;Flowrack B02;3
201-002-003-007;0055;201;002;003;007;;;Miniload 2;Flowrack B02;3
201-002-003-008;0055;201;002;003;008;;;Miniload 2;Flowrack B02;3
201-002-003-009;0055;201;002;003;009;;;Miniload 2;Flowrack B02;3
201-002-003-010;0055;201;002;003;010;;;Miniload 2;Flowrack B02;3
201-002-003-011;0055;201;002;003;011;;;Miniload 2;Flowrack B02;3
201-002-003-012;0055;201;002;003;012;;;Miniload 2;Flowrack B02;3
201-002-003-013;0055;201;002;003;013;;;Miniload 2;Flowrack B02;3
201-002-003-014;0055;201;002;003;014;;;Miniload 2;Flowrack B02;3
201-002-003-015;0055;201;002;003;015;;;Miniload 2;Flowrack B02;3
201-002-003-016;0055;201;002;003;016;;;Miniload 2;Flowrack B02;3
201-002-003-017;0055;201;002;003;017;;;Miniload 2;Flowrack B02;3
201-002-003-018;0055;201;002;003;018;;;Miniload 2;Flowrack B02;3
201-002-003-019;0055;201;002;003;019;;;Miniload 2;Flowrack B02;3
201-002-003-020;0055;201;002;003;020;;;Miniload 2;Flowrack B02;3
201-002-003-021;0055;201;002;003;021;X;X;Miniload 2;Flowrack B02;3
201-002-003-022;0055;201;002;003;022;;;Miniload 2;Flowrack B02;3
201-002-003-023;0055;201;002;003;023;;;Miniload 2;Flowrack B02;3
201-002-003-024;0055;201;002;003;024;;;Miniload 2;Flowrack B02;3
201-002-003-025;0055;201;002;003;025;;;Miniload 2;Flowrack B02;3
201-002-003-026;0055;201;002;003;026;;;Miniload 2;Flowrack B02;3
201-002-003-027;0055;201;002;003;027;;;Miniload 2;Flowrack B02;3
201-002-003-028;0055;201;002;003;028;;;Miniload 2;Flowrack B02;3
201-002-003-029;0055;201;002;003;029;;;Miniload 2;Flowrack B02;3
201-002-003-031;0055;201;002;003;031;;;Miniload 2;Flowrack B02;3
201-002-003-032;0055;201;002;003;032;;;Miniload 2;Flowrack B02;3
201-002-003-033;0055;201;002;003;033;;;Miniload 2;Flowrack B02;3
201-002-003-034;0055;201;002;003;034;;;Miniload 2;Flowrack B02;3
201-002-003-035;0055;201;002;003;035;;;Miniload 2;Flowrack B02;3
201-002-003-036;0055;201;002;003;036;;;Miniload 2;Flowrack B02;3
201-002-004-008;0055;201;002;004;008;;;Miniload 2;Flowrack B02;3
201-002-004-009;0055;201;002;004;009;;;Miniload 2;Flowrack B02;3
201-002-004-010;0055;201;002;004;010;;;Miniload 2;Flowrack B02;3
201-002-004-011;0055;201;002;004;011;;;Miniload 2;Flowrack B02;3
201-002-004-012;0055;201;002;004;012;;;Miniload 2;Flowrack B02;3
201-002-004-013;0055;201;002;004;013;;;Miniload 2;Flowrack B02;3
201-002-004-014;0055;201;002;004;014;;;Miniload 2;Flowrack B02;3
201-002-004-015;0055;201;002;004;015;;;Miniload 2;Flowrack B02;3
201-002-004-016;0055;201;002;004;016;;;Miniload 2;Flowrack B02;3
201-002-004-017;0055;201;002;004;017;;;Miniload 2;Flowrack B02;3
201-002-004-018;0055;201;002;004;018;;;Miniload 2;Flowrack B02;3
201-002-004-019;0055;201;002;004;019;;;Miniload 2;Flowrack B02;3
201-002-004-020;0055;201;002;004;020;;;Miniload 2;Flowrack B02;3
201-002-004-021;0055;201;002;004;021;;;Miniload 2;Flowrack B02;3
201-002-004-022;0055;201;002;004;022;;;Miniload 2;Flowrack B02;3
201-002-004-023;0055;201;002;004;023;;;Miniload 2;Flowrack B02;3
201-002-004-024;0055;201;002;004;024;;;Miniload 2;Flowrack B02;3
201-002-004-025;0055;201;002;004;025;;;Miniload 2;Flowrack B02;3
201-002-004-026;0055;201;002;004;026;;;Miniload 2;Flowrack B02;3
201-002-004-027;0055;201;002;004;027;;;Miniload 2;Flowrack B02;3
201-002-004-028;0055;201;002;004;028;;;Miniload 2;Flowrack B02;3
201-002-004-029;0055;201;002;004;029;;;Miniload 2;Flowrack B02;3
201-002-004-030;0055;201;002;004;030;;;Miniload 2;Flowrack B02;3
201-002-004-031;0055;201;002;004;031;;;Miniload 2;Flowrack B02;3
201-002-004-032;0055;201;002;004;032;;;Miniload 2;Flowrack B02;3
201-002-004-033;0055;201;002;004;033;;;Miniload 2;Flowrack B02;3
201-002-004-034;0055;201;002;004;034;;;Miniload 2;Flowrack B02;3
201-002-004-035;0055;201;002;004;035;;;Miniload 2;Flowrack B02;3
201-002-004-036;0055;201;002;004;036;;;Miniload 2;Flowrack B02;3
201-002-005-008;0055;201;002;005;008;;;Miniload 2;Flowrack B02;3
201-002-005-010;0055;201;002;005;010;;;Miniload 2;Flowrack B02;3
201-002-005-011;0055;201;002;005;011;;;Miniload 2;Flowrack B02;3
201-002-005-012;0055;201;002;005;012;;;Miniload 2;Flowrack B02;3
201-002-005-013;0055;201;002;005;013;;;Miniload 2;Flowrack B02;3
201-002-005-014;0055;201;002;005;014;;;Miniload 2;Flowrack B02;3
201-002-005-015;0055;201;002;005;015;;;Miniload 2;Flowrack B02;3
201-002-005-016;0055;201;002;005;016;;;Miniload 2;Flowrack B02;3
201-002-005-017;0055;201;002;005;017;;;Miniload 2;Flowrack B02;3
201-002-005-018;0055;201;002;005;018;;;Miniload 2;Flowrack B02;3
201-002-005-019;0055;201;002;005;019;;;Miniload 2;Flowrack B02;3
201-002-005-020;0055;201;002;005;020;X;X;Miniload 2;Flowrack B02;3
201-002-005-021;0055;201;002;005;021;;;Miniload 2;Flowrack B02;3
201-002-005-022;0055;201;002;005;022;;;Miniload 2;Flowrack B02;3
201-002-005-023;0055;201;002;005;023;;;Miniload 2;Flowrack B02;3
201-002-005-025;0055;201;002;005;025;;;Miniload 2;Flowrack B02;3
201-002-005-026;0055;201;002;005;026;;;Miniload 2;Flowrack B02;3
201-002-005-027;0055;201;002;005;027;;;Miniload 2;Flowrack B02;3
201-002-005-028;0055;201;002;005;028;;;Miniload 2;Flowrack B02;3
201-002-005-029;0055;201;002;005;029;;;Miniload 2;Flowrack B02;3
201-002-005-030;0055;201;002;005;030;;;Miniload 2;Flowrack B02;3
201-002-005-031;0055;201;002;005;031;;;Miniload 2;Flowrack B02;3
201-002-005-032;0055;201;002;005;032;;;Miniload 2;Flowrack B02;3
201-002-005-033;0055;201;002;005;033;;;Miniload 2;Flowrack B02;3
201-002-005-034;0055;201;002;005;034;;;Miniload 2;Flowrack B02;3
201-002-005-035;0055;201;002;005;035;;;Miniload 2;Flowrack B02;3
201-002-005-036;0055;201;002;005;036;;;Miniload 2;Flowrack B02;3
202-001-000-001;0055;202;001;000;001;;;Miniload 2;Flowrack B01;4
202-001-000-002;0055;202;001;000;002;;;Miniload 2;Flowrack B01;4
202-001-000-003;0055;202;001;000;003;;;Miniload 2;Flowrack B01;4
202-001-000-004;0055;202;001;000;004;;;Miniload 2;Flowrack B01;4
202-001-000-005;0055;202;001;000;005;;;Miniload 2;Flowrack B01;4
202-001-000-006;0055;202;001;000;006;;;Miniload 2;Flowrack B01;4
202-001-000-007;0055;202;001;000;007;;;Miniload 2;Flowrack B01;4
202-001-000-008;0055;202;001;000;008;;;Miniload 2;Flowrack B01;4
202-001-000-009;0055;202;001;000;009;;;Miniload 2;Flowrack B01;4
202-001-000-010;0055;202;001;000;010;;;Miniload 2;Flowrack B01;4
202-001-000-011;0055;202;001;000;011;;;Miniload 2;Flowrack B01;4
202-001-001-001;0055;202;001;001;001;;;Miniload 2;Flowrack B01;4
202-001-001-002;0055;202;001;001;002;;;Miniload 2;Flowrack B01;4
202-001-001-003;0055;202;001;001;003;;;Miniload 2;Flowrack B01;4
202-001-001-004;0055;202;001;001;004;;;Miniload 2;Flowrack B01;4
202-001-001-005;0055;202;001;001;005;;;Miniload 2;Flowrack B01;4
202-001-001-006;0055;202;001;001;006;;;Miniload 2;Flowrack B01;4
202-001-001-007;0055;202;001;001;007;;;Miniload 2;Flowrack B01;4
202-001-001-008;0055;202;001;001;008;;;Miniload 2;Flowrack B01;4
202-001-001-009;0055;202;001;001;009;;;Miniload 2;Flowrack B01;4
202-001-001-010;0055;202;001;001;010;;;Miniload 2;Flowrack B01;4
202-001-001-011;0055;202;001;001;011;;;Miniload 2;Flowrack B01;4
202-001-002-001;0055;202;001;002;001;;;Miniload 2;Flowrack B01;3
202-001-002-002;0055;202;001;002;002;;;Miniload 2;Flowrack B01;3
202-001-002-003;0055;202;001;002;003;;;Miniload 2;Flowrack B01;3
202-001-002-004;0055;202;001;002;004;;;Miniload 2;Flowrack B01;3
202-001-002-005;0055;202;001;002;005;;;Miniload 2;Flowrack B01;3
202-001-002-006;0055;202;001;002;006;;;Miniload 2;Flowrack B01;3
202-001-002-007;0055;202;001;002;007;;;Miniload 2;Flowrack B01;3
202-001-002-008;0055;202;001;002;008;;;Miniload 2;Flowrack B01;3
202-001-002-009;0055;202;001;002;009;;;Miniload 2;Flowrack B01;3
202-001-002-010;0055;202;001;002;010;;;Miniload 2;Flowrack B01;3
202-001-002-011;0055;202;001;002;011;;;Miniload 2;Flowrack B01;3
202-001-003-001;0055;202;001;003;001;;;Miniload 2;Flowrack B01;3
202-001-003-002;0055;202;001;003;002;;;Miniload 2;Flowrack B01;3
202-001-003-003;0055;202;001;003;003;;;Miniload 2;Flowrack B01;3
202-001-003-004;0055;202;001;003;004;;;Miniload 2;Flowrack B01;3
202-001-003-005;0055;202;001;003;005;;;Miniload 2;Flowrack B01;3
202-001-003-006;0055;202;001;003;006;;;Miniload 2;Flowrack B01;3
202-001-003-007;0055;202;001;003;007;;;Miniload 2;Flowrack B01;3
202-001-003-008;0055;202;001;003;008;;;Miniload 2;Flowrack B01;3
202-001-003-009;0055;202;001;003;009;;;Miniload 2;Flowrack B01;3
