Posição no depósito;Tipo de depósito;Corr.pos.dep.;Col.posição depósito;Nível da posição;Subdiv.pos.dep.;Bloq.entr.depósito;Bloq.saída depós.;Estrutura;Tipo;"Qtd. Caixas BIN
ABASTECIMENTO"
202-001-003-010;0055;202;001;003;010;;;Miniload 2;Flowrack B01;3
202-001-003-011;0055;202;001;003;011;;;Miniload 2;Flowrack B01;3
202-001-004-001;0055;202;001;004;001;;;Miniload 2;Flowrack B01;3
202-001-004-002;0055;202;001;004;002;;;Miniload 2;Flowrack B01;3
202-001-004-003;0055;202;001;004;003;;;Miniload 2;Flowrack B01;3
202-001-004-004;0055;202;001;004;004;;;Miniload 2;Flowrack B01;3
202-001-004-005;0055;202;001;004;005;;;Miniload 2;Flowrack B01;3
202-001-004-006;0055;202;001;004;006;;;Miniload 2;Flowrack B01;3
202-001-004-007;0055;202;001;004;007;;;Miniload 2;Flowrack B01;3
202-001-004-008;0055;202;001;004;008;;;Miniload 2;Flowrack B01;3
202-001-004-009;0055;202;001;004;009;;;Miniload 2;Flowrack B01;3
202-001-004-010;0055;202;001;004;010;;;Miniload 2;Flowrack B01;3
202-001-004-011;0055;202;001;004;011;;;Miniload 2;Flowrack B01;3
202-001-005-001;0055;202;001;005;001;;;Miniload 2;Flowrack B01;3
202-001-005-002;0055;202;001;005;002;;;Miniload 2;Flowrack B01;3
202-001-005-003;0055;202;001;005;003;;;Miniload 2;Flowrack B01;3
202-001-005-004;0055;202;001;005;004;;;Miniload 2;Flowrack B01;3
202-001-005-005;0055;202;001;005;005;;;Miniload 2;Flowrack B01;3
202-001-005-006;0055;202;001;005;006;;;Miniload 2;Flowrack B01;3
202-001-005-007;0055;202;001;005;007;;;Miniload 2;Flowrack B01;3
202-001-005-008;0055;202;001;005;008;;;Miniload 2;Flowrack B01;3
202-001-005-009;0055;202;001;005;009;;;Miniload 2;Flowrack B01;3
202-001-005-010;0055;202;001;005;010;;;Miniload 2;Flowrack B01;3
202-001-005-011;0055;202;001;005;011;;;Miniload 2;Flowrack B01;3
202-002-001-001;0055;202;002;001;001;;;Miniload 2;Pallet;1
202-002-001-002;0055;202;002;001;002;;;Miniload 2;Pallet;1
202-002-001-003;0055;202;002;001;003;;;Miniload 2;Pallet;1
202-002-001-004;0055;202;002;001;004;;;Miniload 2;Pallet;1
202-002-001-005;0055;202;002;001;005;;;Miniload 2;Pallet;1
202-002-003-001;0055;202;002;003;001;;;Miniload 2;Flowrack B02;3
202-002-003-002;0055;202;002;003;002;;;Miniload 2;Flowrack B02;3
202-002-003-003;0055;202;002;003;003;;;Miniload 2;Flowrack B02;3
202-002-003-004;0055;202;002;003;004;;;Miniload 2;Flowrack B02;3
202-002-003-005;0055;202;002;003;005;;;Miniload 2;Flowrack B02;3
202-002-003-006;0055;202;002;003;006;;;Miniload 2;Flowrack B02;3
202-002-003-007;0055;202;002;003;007;;;Miniload 2;Flowrack B02;3
202-002-003-008;0055;202;002;003;008;;;Miniload 2;Flowrack B02;3
202-002-003-009;0055;202;002;003;009;;;Miniload 2;Flowrack B02;3
202-002-003-010;0055;202;002;003;010;;;Miniload 2;Flowrack B02;3
202-002-003-011;0055;202;002;003;011;;;Miniload 2;Flowrack B02;3
202-002-003-012;0055;202;002;003;012;;;Miniload 2;Flowrack B02;3
202-002-003-013;0055;202;002;003;013;;;Miniload 2;Flowrack B02;3
202-002-003-014;0055;202;002;003;014;;;Miniload 2;Flowrack B02;3
202-002-003-015;0055;202;002;003;015;;;Miniload 2;Flowrack B02;3
202-002-003-016;0055;202;002;003;016;;;Miniload 2;Flowrack B02;3
202-002-004-001;0055;202;002;004;001;;;Miniload 2;Flowrack B02;3
202-002-004-002;0055;202;002;004;002;;;Miniload 2;Flowrack B02;3
202-002-004-003;0055;202;002;004;003;;;Miniload 2;Flowrack B02;3
202-002-004-004;0055;202;002;004;004;;;Miniload 2;Flowrack B02;3
202-002-004-005;0055;202;002;004;005;;;Miniload 2;Flowrack B02;3
202-002-004-006;0055;202;002;004;006;;;Miniload 2;Flowrack B02;3
202-002-004-007;0055;202;002;004;007;;;Miniload 2;Flowrack B02;3
202-002-004-008;0055;202;002;004;008;;;Miniload 2;Flowrack B02;3
202-002-004-009;0055;202;002;004;009;;;Miniload 2;Flowrack B02;3
202-002-004-010;0055;202;002;004;010;;;Miniload 2;Flowrack B02;3
202-002-004-011;0055;202;002;004;011;;;Miniload 2;Flowrack B02;3
202-002-004-012;0055;202;002;004;012;;;Miniload 2;Flowrack B02;3
202-002-004-013;0055;202;002;004;013;;;Miniload 2;Flowrack B02;3
202-002-004-014;0055;202;002;004;014;;;Miniload 2;Flowrack B02;3
202-002-004-015;0055;202;002;004;015;;;Miniload 2;Flowrack B02;3
202-002-004-016;0055;202;002;004;016;;;Miniload 2;Flowrack B02;3
202-002-005-001;0055;202;002;005;001;;;Miniload 2;Flowrack B02;3
202-002-005-002;0055;202;002;005;002;;;Miniload 2;Flowrack B02;3
202-002-005-003;0055;202;002;005;003;;;Miniload 2;Flowrack B02;3
202-002-005-004;0055;202;002;005;004;;;Miniload 2;Flowrack B02;3
202-002-005-005;0055;202;002;005;005;;;Miniload 2;Flowrack B02;3
202-002-005-006;0055;202;002;005;006;;;Miniload 2;Flowrack B02;3
202-002-005-007;0055;202;002;005;007;;;Miniload 2;Flowrack B02;3
202-002-005-008;0055;202;002;005;008;;;Miniload 2;Flowrack B02;3
202-002-005-009;0055;202;002;005;009;;;Miniload 2;Flowrack B02;3
202-002-005-010;0055;202;002;005;010;;;Miniload 2;Flowrack B02;3
202-002-005-011;0055;202;002;005;011;;;Miniload 2;Flowrack B02;3
202-002-005-012;0055;202;002;005;012;;;Miniload 2;Flowrack B02;3
202-002-005-013;0055;202;002;005;013;;;Miniload 2;Flowrack B02;3
202-002-005-014;0055;202;002;005;014;;;Miniload 2;Flowrack B02;3
202-002-005-015;0055;202;002;005;015;X;X;Miniload 2;Flowrack B02;3
202-002-005-016;0055;202;002;005;016;;;Miniload 2;Flowrack B02;3
203-001-000-001;0055;203;001;000;001;;;Miniload 2;Flowrack B01;4
203-001-000-002;0055;203;001;000;002;;;Miniload 2;Flowrack B01;4
203-001-000-003;0055;203;001;000;003;;;Miniload 2;Flowrack B01;4
203-001-000-004;0055;203;001;000;004;;;Miniload 2;Flowrack B01;4
203-001-000-005;0055;203;001;000;005;;;Miniload 2;Flowrack B01;4
203-001-000-006;0055;203;001;000;006;;;Miniload 2;Flowrack B01;4
203-001-000-007;0055;203;001;000;007;;;Miniload 2;Flowrack B01;4
203-001-000-008;0055;203;001;000;008;;;Miniload 2;Flowrack B01;4
203-001-000-009;0055;203;001;000;009;;;Miniload 2;Flowrack B01;4
203-001-000-010;0055;203;001;000;010;;;Miniload 2;Flowrack B01;4
203-001-000-011;0055;203;001;000;011;;;Miniload 2;Flowrack B01;4
203-001-000-012;0055;203;001;000;012;;;Miniload 2;Flowrack B01;4
203-001-000-013;0055;203;001;000;013;;;Miniload 2;Flowrack B01;4
203-001-000-014;0055;203;001;000;014;;;Miniload 2;Flowrack B01;4
203-001-000-015;0055;203;001;000;015;;;Miniload 2;Flowrack B01;4
203-001-001-001;0055;203;001;001;001;;;Miniload 2;Flowrack B01;4
203-001-001-002;0055;203;001;001;002;;;Miniload 2;Flowrack B01;4
203-001-001-003;0055;203;001;001;003;;;Miniload 2;Flowrack B01;4
203-001-001-004;0055;203;001;001;004;;;Miniload 2;Flowrack B01;4
203-001-001-005;0055;203;001;001;005;;;Miniload 2;Flowrack B01;4
203-001-001-006;0055;203;001;001;006;;;Miniload 2;Flowrack B01;4
203-001-001-007;0055;203;001;001;007;;;Miniload 2;Flowrack B01;4
203-001-001-008;0055;203;001;001;008;;;Miniload 2;Flowrack B01;4
203-001-001-009;0055;203;001;001;009;;;Miniload 2;Flowrack B01;4
203-001-001-010;0055;203;001;001;010;;;Miniload 2;Flowrack B01;4
203-001-001-011;0055;203;001;001;011;;;Miniload 2;Flowrack B01;4
203-001-001-012;0055;203;001;001;012;;;Miniload 2;Flowrack B01;4
203-001-001-013;0055;203;001;001;013;;;Miniload 2;Flowrack B01;4
203-001-002-001;0055;203;001;002;001;;;Miniload 2;Flowrack B01;3
203-001-002-002;0055;203;001;002;002;;;Miniload 2;Flowrack B01;3
203-001-002-003;0055;203;001;002;003;;;Miniload 2;Flowrack B01;3
203-001-002-004;0055;203;001;002;004;;;Miniload 2;Flowrack B01;3
203-001-002-005;0055;203;001;002;005;;;Miniload 2;Flowrack B01;3
203-001-002-006;0055;203;001;002;006;;;Miniload 2;Flowrack B01;3
203-001-002-007;0055;203;001;002;007;;;Miniload 2;Flowrack B01;3
203-001-002-008;0055;203;001;002;008;;;Miniload 2;Flowrack B01;3
203-001-002-009;0055;203;001;002;009;;;Miniload 2;Flowrack B01;3
203-001-002-010;0055;203;001;002;010;;;Miniload 2;Flowrack B01;3
203-001-002-011;0055;203;001;002;011;;;Miniload 2;Flowrack B01;3
203-001-002-012;0055;203;001;002;012;;;Miniload 2;Flowrack B01;3
203-001-002-013;0055;203;001;002;013;;;Miniload 2;Flowrack B01;3
203-001-002-014;0055;203;001;002;014;;;Miniload 2;Flowrack B01;3
203-001-002-015;0055;203;001;002;015;;;Miniload 2;Flowrack B01;3
203-001-003-001;0055;203;001;003;001;;;Miniload 2;Flowrack B01;3
203-001-003-002;0055;203;001;003;002;;;Miniload 2;Flowrack B01;3
203-001-003-003;0055;203;001;003;003;;;Miniload 2;Flowrack B01;3
203-001-003-004;0055;203;001;003;004;;;Miniload 2;Flowrack B01;3
203-001-003-005;0055;203;001;003;005;;;Miniload 2;Flowrack B01;3
203-001-003-006;0055;203;001;003;006;;;Miniload 2;Flowrack B01;3
203-001-003-007;0055;203;001;003;007;;;Miniload 2;Flowrack B01;3
203-001-003-008;0055;203;001;003;008;;;Miniload 2;Flowrack B01;3
203-001-003-009;0055;203;001;003;009;;;Miniload 2;Flowrack B01;3
203-001-003-010;0055;203;001;003;010;;;Miniload 2;Flowrack B01;3
203-001-003-011;0055;203;001;003;011;;;Miniload 2;Flowrack B01;3
203-001-003-012;0055;203;001;003;012;;;Miniload 2;Flowrack B01;3
203-001-003-013;0055;203;001;003;013;;;Miniload 2;Flowrack B01;3
203-001-003-014;0055;203;001;003;014;;;Miniload 2;Flowrack B01;3
203-001-003-015;0055;203;001;003;015;;;Miniload 2;Flowrack B01;3
203-001-004-001;0055;203;001;004;001;;;Miniload 2;Flowrack B01;3
203-001-004-002;0055;203;001;004;002;;;Miniload 2;Flowrack B01;3
203-001-004-003;0055;203;001;004;003;;;Miniload 2;Flowrack B01;3
203-001-004-004;0055;203;001;004;004;;;Miniload 2;Flowrack B01;3
203-001-004-005;0055;203;001;004;005;;;Miniload 2;Flowrack B01;3
203-001-004-006;0055;203;001;004;006;;;Miniload 2;Flowrack B01;3
203-001-004-007;0055;203;001;004;007;;;Miniload 2;Flowrack B01;3
203-001-004-008;0055;203;001;004;008;;;Miniload 2;Flowrack B01;3
203-001-004-009;0055;203;001;004;009;;;Miniload 2;Flowrack B01;3
203-001-004-010;0055;203;001;004;010;;;Miniload 2;Flowrack B01;3
203-001-004-011;0055;203;001;004;011;;;Miniload 2;Flowrack B01;3
203-001-004-012;0055;203;001;004;012;;;Miniload 2;Flowrack B01;3
203-001-004-013;0055;203;001;004;013;;;Miniload 2;Flowrack B01;3
203-001-004-014;0055;203;001;004;014;;;Miniload 2;Flowrack B01;3
203-001-004-015;0055;203;001;004;015;;;Miniload 2;Flowrack B01;3
203-001-005-001;0055;203;001;005;001;;;Miniload 2;Flowrack B01;3
203-001-005-002;0055;203;001;005;002;;;Miniload 2;Flowrack B01;3
203-001-005-003;0055;203;001;005;003;;;Miniload 2;Flowrack B01;3
203-001-005-004;0055;203;001;005;004;;;Miniload 2;Flowrack B01;3
203-001-005-005;0055;203;001;005;005;;;Miniload 2;Flowrack B01;3
203-001-005-006;0055;203;001;005;006;;;Miniload 2;Flowrack B01;3
203-001-005-007;0055;203;001;005;007;X;X;Miniload 2;Flowrack B01;3
203-001-005-008;0055;203;001;005;008;;;Miniload 2;Flowrack B01;3
203-001-005-009;0055;203;001;005;009;;;Miniload 2;Flowrack B01;3
203-001-005-010;0055;203;001;005;010;;;Miniload 2;Flowrack B01;3
203-001-005-011;0055;203;001;005;011;;;Miniload 2;Flowrack B01;3
203-001-005-012;0055;203;001;005;012;;;Miniload 2;Flowrack B01;3
203-001-005-013;0055;203;001;005;013;;;Miniload 2;Flowrack B01;3
203-001-005-014;0055;203;001;005;014;;;Miniload 2;Flowrack B01;3
203-001-005-015;0055;203;001;005;015;;;Miniload 2;Flowrack B01;3
203-002-001-001;0055;203;002;001;001;;;Miniload 2;Pallet;1
203-002-001-002;0055;203;002;001;002;;;Miniload 2;Pallet;1
203-002-001-003;0055;203;002;001;003;;;Miniload 2;Pallet;1
203-002-001-004;0055;203;002;001;004;;;Miniload 2;Pallet;1
203-002-001-005;0055;203;002;001;005;;;Miniload 2;Pallet;1
203-002-001-006;0055;203;002;001;006;;;Miniload 2;Pallet;1
203-002-003-001;0055;203;002;003;001;;;Miniload 2;Flowrack B02;3
203-002-003-002;0055;203;002;003;002;;;Miniload 2;Flowrack B02;3
203-002-003-003;0055;203;002;003;003;;;Miniload 2;Flowrack B02;3
203-002-003-004;0055;203;002;003;004;;;Miniload 2;Flowrack B02;3
203-002-003-005;0055;203;002;003;005;;;Miniload 2;Flowrack B02;3
203-002-003-006;0055;203;002;003;006;;;Miniload 2;Flowrack B02;3
203-002-003-007;0055;203;002;003;007;;;Miniload 2;Flowrack B02;3
203-002-003-008;0055;203;002;003;008;;;Miniload 2;Flowrack B02;3
203-002-003-009;0055;203;002;003;009;;;Miniload 2;Flowrack B02;3
203-002-003-010;0055;203;002;003;010;;;Miniload 2;Flowrack B02;3
203-002-003-011;0055;203;002;003;011;;;Miniload 2;Flowrack B02;3
203-002-003-012;0055;203;002;003;012;;;Miniload 2;Flowrack B02;3
203-002-003-013;0055;203;002;003;013;;;Miniload 2;Flowrack B02;3
203-002-003-014;0055;203;002;003;014;;;Miniload 2;Flowrack B02;3
203-002-003-015;0055;203;002;003;015;;;Miniload 2;Flowrack B02;3
203-002-003-016;0055;203;002;003;016;;;Miniload 2;Flowrack B02;3
203-002-003-017;0055;203;002;003;017;;;Miniload 2;Flowrack B02;3
203-002-003-018;0055;203;002;003;018;;;Miniload 2;Flowrack B02;3
203-002-003-019;0055;203;002;003;019;;;Miniload 2;Flowrack B02;3
203-002-003-020;0055;203;002;003;020;;;Miniload 2;Flowrack B02;3
203-002-004-001;0055;203;002;004;001;;;Miniload 2;Flowrack B02;3
203-002-004-002;0055;203;002;004;002;;;Miniload 2;Flowrack B02;3
203-002-004-003;0055;203;002;004;003;;;Miniload 2;Flowrack B02;3
203-002-004-004;0055;203;002;004;004;;;Miniload 2;Flowrack B02;3
203-002-004-005;0055;203;002;004;005;;;Miniload 2;Flowrack B02;3
203-002-004-006;0055;203;002;004;006;;;Miniload 2;Flowrack B02;3
203-002-004-007;0055;203;002;004;007;;;Miniload 2;Flowrack B02;3
203-002-004-008;0055;203;002;004;008;;;Miniload 2;Flowrack B02;3
203-002-004-009;0055;203;002;004;009;;;Miniload 2;Flowrack B02;3
203-002-004-010;0055;203;002;004;010;;;Miniload 2;Flowrack B02;3
203-002-004-011;0055;203;002;004;011;;;Miniload 2;Flowrack B02;3
203-002-004-012;0055;203;002;004;012;;;Miniload 2;Flowrack B02;3
203-002-004-013;0055;203;002;004;013;;;Miniload 2;Flowrack B02;3
203-002-004-014;0055;203;002;004;014;;;Miniload 2;Flowrack B02;3
203-002-004-015;0055;203;002;004;015;;;Miniload 2;Flowrack B02;3
203-002-004-016;0055;203;002;004;016;;;Miniload 2;Flowrack B02;3
203-002-004-017;0055;203;002;004;017;;;Miniload 2;Flowrack B02;3
203-002-004-018;0055;203;002;004;018;;;Miniload 2;Flowrack B02;3
203-002-004-019;0055;203;002;004;019;;;Miniload 2;Flowrack B02;3
203-002-004-020;0055;203;002;004;020;;;Miniload 2;Flowrack B02;3
203-002-005-001;0055;203;002;005;001;;;Miniload 2;Flowrack B02;3
203-002-005-002;0055;203;002;005;002;;;Miniload 2;Flowrack B02;3
203-002-005-003;0055;203;002;005;003;;;Miniload 2;Flowrack B02;3
203-002-005-004;0055;203;002;005;004;;;Miniload 2;Flowrack B02;3
203-002-005-005;0055;203;002;005;005;;;Miniload 2;Flowrack B02;3
203-002-005-006;0055;203;002;005;006;;;Miniload 2;Flowrack B02;3
203-002-005-007;0055;203;002;005;007;;;Miniload 2;Flowrack B02;3
203-002-005-008;0055;203;002;005;008;;;Miniload 2;Flowrack B02;3
203-002-005-009;0055;203;002;005;009;;;Miniload 2;Flowrack B02;3
203-002-005-010;0055;203;002;005;010;;;Miniload 2;Flowrack B02;3
203-002-005-011;0055;203;002;005;011;;;Miniload 2;Flowrack B02;3
203-002-005-012;0055;203;002;005;012;;;Miniload 2;Flowrack B02;3
203-002-005-013;0055;203;002;005;013;;;Miniload 2;Flowrack B02;3
203-002-005-014;0055;203;002;005;014;;;Miniload 2;Flowrack B02;3
203-002-005-015;0055;203;002;005;015;;;Miniload 2;Flowrack B02;3
203-002-005-016;0055;203;002;005;016;;;Miniload 2;Flowrack B02;3
203-002-005-017;0055;203;002;005;017;;;Miniload 2;Flowrack B02;3
203-002-005-018;0055;203;002;005;018;;;Miniload 2;Flowrack B02;3
203-002-005-019;0055;203;002;005;019;;;Miniload 2;Flowrack B02;3
203-002-005-020;0055;203;002;005;020;;;Miniload 2;Flowrack B02;3
204-001-000-001;0055;204;001;000;001;;;Miniload 2;Flowrack B01;4
204-001-000-002;0055;204;001;000;002;;;Miniload 2;Flowrack B01;4
204-001-000-003;0055;204;001;000;003;;;Miniload 2;Flowrack B01;4
204-001-000-004;0055;204;001;000;004;;;Miniload 2;Flowrack B01;4
204-001-000-005;0055;204;001;000;005;;;Miniload 2;Flowrack B01;4
204-001-000-006;0055;204;001;000;006;;;Miniload 2;Flowrack B01;4
204-001-000-007;0055;204;001;000;007;;;Miniload 2;Flowrack B01;4
204-001-000-008;0055;204;001;000;008;;;Miniload 2;Flowrack B01;4
204-001-000-009;0055;204;001;000;009;;;Miniload 2;Flowrack B01;4
204-001-000-010;0055;204;001;000;010;;;Miniload 2;Flowrack B01;4
204-001-000-011;0055;204;001;000;011;;;Miniload 2;Flowrack B01;4
204-001-000-012;0055;204;001;000;012;;;Miniload 2;Flowrack B01;4
204-001-000-013;0055;204;001;000;013;;;Miniload 2;Flowrack B01;4
204-001-001-001;0055;204;001;001;001;;;Miniload 2;Flowrack B01;4
204-001-001-002;0055;204;001;001;002;;;Miniload 2;Flowrack B01;4
204-001-001-003;0055;204;001;001;003;;;Miniload 2;Flowrack B01;4
204-001-001-004;0055;204;001;001;004;;;Miniload 2;Flowrack B01;4
204-001-001-005;0055;204;001;001;005;;;Miniload 2;Flowrack B01;4
204-001-001-006;0055;204;001;001;006;;;Miniload 2;Flowrack B01;4
204-001-001-007;0055;204;001;001;007;;;Miniload 2;Flowrack B01;4
204-001-001-008;0055;204;001;001;008;;;Miniload 2;Flowrack B01;4
204-001-001-009;0055;204;001;001;009;;;Miniload 2;Flowrack B01;4
204-001-001-010;0055;204;001;001;010;;;Miniload 2;Flowrack B01;4
204-001-001-011;0055;204;001;001;011;;;Miniload 2;Flowrack B01;4
204-001-001-012;0055;204;001;001;012;;;Miniload 2;Flowrack B01;4
204-001-001-013;0055;204;001;001;013;;;Miniload 2;Flowrack B01;4
204-001-002-001;0055;204;001;002;001;;;Miniload 2;Flowrack B01;3
204-001-002-002;0055;204;001;002;002;;;Miniload 2;Flowrack B01;3
204-001-002-003;0055;204;001;002;003;;;Miniload 2;Flowrack B01;3
204-001-002-004;0055;204;001;002;004;;;Miniload 2;Flowrack B01;3
204-001-002-005;0055;204;001;002;005;;;Miniload 2;Flowrack B01;3
204-001-002-006;0055;204;001;002;006;;;Miniload 2;Flowrack B01;3
204-001-002-007;0055;204;001;002;007;;;Miniload 2;Flowrack B01;3
204-001-002-008;0055;204;001;002;008;;;Miniload 2;Flowrack B01;3
204-001-002-009;0055;204;001;002;009;;;Miniload 2;Flowrack B01;3
204-001-002-010;0055;204;001;002;010;;;Miniload 2;Flowrack B01;3
204-001-002-011;0055;204;001;002;011;;;Miniload 2;Flowrack B01;3
204-001-002-012;0055;204;001;002;012;;;Miniload 2;Flowrack B01;3
204-001-002-013;0055;204;001;002;013;;;Miniload 2;Flowrack B01;3
204-001-003-001;0055;204;001;003;001;;;Miniload 2;Flowrack B01;3
204-001-003-002;0055;204;001;003;002;;;Miniload 2;Flowrack B01;3
204-001-003-003;0055;204;001;003;003;;;Miniload 2;Flowrack B01;3
204-001-003-004;0055;204;001;003;004;;;Miniload 2;Flowrack B01;3
204-001-003-005;0055;204;001;003;005;;;Miniload 2;Flowrack B01;3
204-001-003-006;0055;204;001;003;006;;;Miniload 2;Flowrack B01;3
204-001-003-007;0055;204;001;003;007;;;Miniload 2;Flowrack B01;3
204-001-003-008;0055;204;001;003;008;;;Miniload 2;Flowrack B01;3
204-001-003-009;0055;204;001;003;009;;;Miniload 2;Flowrack B01;3
204-001-003-010;0055;204;001;003;010;;;Miniload 2;Flowrack B01;3
204-001-003-011;0055;204;001;003;011;;;Miniload 2;Flowrack B01;3
204-001-003-012;0055;204;001;003;012;;;Miniload 2;Flowrack B01;3
204-001-003-013;0055;204;001;003;013;;;Miniload 2;Flowrack B01;3
204-001-004-001;0055;204;001;004;001;;;Miniload 2;Flowrack B01;3
204-001-004-002;0055;204;001;004;002;;;Miniload 2;Flowrack B01;3
204-001-004-003;0055;204;001;004;003;;;Miniload 2;Flowrack B01;3
204-001-004-004;0055;204;001;004;004;;;Miniload 2;Flowrack B01;3
204-001-004-005;0055;204;001;004;005;;;Miniload 2;Flowrack B01;3
204-001-004-006;0055;204;001;004;006;;;Miniload 2;Flowrack B01;3
204-001-004-007;0055;204;001;004;007;;;Miniload 2;Flowrack B01;3
204-001-004-008;0055;204;001;004;008;;;Miniload 2;Flowrack B01;3
204-001-004-009;0055;204;001;004;009;;;Miniload 2;Flowrack B01;3
204-001-004-010;0055;204;001;004;010;;;Miniload 2;Flowrack B01;3
204-001-004-011;0055;204;001;004;011;;;Miniload 2;Flowrack B01;3
204-001-004-012;0055;204;001;004;012;;;Miniload 2;Flowrack B01;3
204-001-004-013;0055;204;001;004;013;;;Miniload 2;Flowrack B01;3
204-001-005-001;0055;204;001;005;001;;;Miniload 2;Flowrack B01;3
204-001-005-002;0055;204;001;005;002;;;Miniload 2;Flowrack B01;3
204-001-005-003;0055;204;001;005;003;;;Miniload 2;Flowrack B01;3
204-001-005-004;0055;204;001;005;004;;;Miniload 2;Flowrack B01;3
204-001-005-005;0055;204;001;005;005;;;Miniload 2;Flowrack B01;3
204-001-005-006;0055;204;001;005;006;;;Miniload 2;Flowrack B01;3
204-001-005-007;0055;204;001;005;007;;;Miniload 2;Flowrack B01;3
204-001-005-008;0055;204;001;005;008;;;Miniload 2;Flowrack B01;3
204-001-005-009;0055;204;001;005;009;;;Miniload 2;Flowrack B01;3
204-001-005-010;0055;204;001;005;010;;;Miniload 2;Flowrack B01;3
204-001-005-011;0055;204;001;005;011;;;Miniload 2;Flowrack B01;3
204-001-005-012;0055;204;001;005;012;;;Miniload 2;Flowrack B01;3
204-001-005-013;0055;204;001;005;013;;;Miniload 2;Flowrack B01;3
204-002-001-001;0055;204;002;001;001;;;Miniload 2;Pallet;1
204-002-001-002;0055;204;002;001;002;;;Miniload 2;Pallet;1
204-002-001-003;0055;204;002;001;003;;;Miniload 2;Pallet;1
204-002-001-004;0055;204;002;001;004;;;Miniload 2;Pallet;1
204-002-003-001;0055;204;002;003;001;;;Miniload 2;Flowrack B02;3
204-002-003-002;0055;204;002;003;002;;;Miniload 2;Flowrack B02;3
204-002-003-003;0055;204;002;003;003;;;Miniload 2;Flowrack B02;3
204-002-003-004;0055;204;002;003;004;;;Miniload 2;Flowrack B02;3
204-002-003-005;0055;204;002;003;005;;;Miniload 2;Flowrack B02;3
204-002-003-006;0055;204;002;003;006;;;Miniload 2;Flowrack B02;3
204-002-003-007;0055;204;002;003;007;;;Miniload 2;Flowrack B02;3
204-002-003-008;0055;204;002;003;008;;;Miniload 2;Flowrack B02;3
204-002-003-009;0055;204;002;003;009;X;X;Miniload 2;Flowrack B02;3
204-002-003-010;0055;204;002;003;010;;;Miniload 2;Flowrack B02;3
204-002-003-011;0055;204;002;003;011;;;Miniload 2;Flowrack B02;3
204-002-003-012;0055;204;002;003;012;;;Miniload 2;Flowrack B02;3
204-002-003-013;0055;204;002;003;013;;;Miniload 2;Flowrack B02;3
204-002-003-014;0055;204;002;003;014;;;Miniload 2;Flowrack B02;3
204-002-003-015;0055;204;002;003;015;;;Miniload 2;Flowrack B02;3
204-002-003-016;0055;204;002;003;016;;;Miniload 2;Flowrack B02;3
204-002-003-017;0055;204;002;003;017;;;Miniload 2;Flowrack B02;3
